ACC,BalancedACC,drift-id,gm-id
0.13364779874213836,0.21536144578313254,0,[0]
0.7216981132075472,0.9954600484261502,0,[0]
0.8333333333333334,0.7099032586558044,1,[0]
0.8647798742138365,0.7580128205128205,1,[0]
0.8081761006289309,0.7952860169491525,1,[1]
0.8616352201257862,0.9569444444444444,1,[1]
0.8490566037735849,0.8719512195121951,1,[1]
0.8757861635220126,0.8620816929133858,1,[1]
0.8427672955974843,0.7402777777777777,0,[1]
0.8333333333333334,0.5934356136820925,0,[1]
0.8710691823899371,0.8285256410256411,0,[0]
